Rank,ID,Category,Skills_Total,Skills_Matched,Skills_Missing,Match_Score,Matched_Skills,Missing_Skills,Category_Level,Weighted_Score,TFIDF_Score,Combined_Score
1791,28198029,Poor Match,1,1,25,3.8,['microsoft office'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'compliance', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'word', 'hris', 'excel', 'conflict resolution']",Poor Match (Reject),3.8,5.2,4.2
1792,26790545,Poor Match,6,1,25,3.8,['powerpoint'],"['performance management', 'benefits', 'ada', 'employment law', 'kronos', 'adp', 'compliance', 'employee relations', 'shrm', 'compensation', 'orientation', 'payroll', 'onboarding', 'microsoft office', 'conflict resolution', 'dental', 'paychex', 'fmla', 'workers compensation', 'talent acquisition', 'phr', 'word', 'hris', 'excel', 'recruitment']",Poor Match (Reject),3.8,5.1,4.2
1793,70198580,Poor Match,3,1,25,3.8,['microsoft office'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'compliance', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'word', 'hris', 'excel', 'conflict resolution']",Poor Match (Reject),3.8,20.6,8.8
1794,14790629,Poor Match,3,1,25,3.8,['microsoft office'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'compliance', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'word', 'hris', 'excel', 'conflict resolution']",Poor Match (Reject),3.8,5.7,4.4
1795,37521676,Poor Match,8,1,25,3.8,['conflict resolution'],"['performance management', 'benefits', 'ada', 'employment law', 'kronos', 'adp', 'compliance', 'employee relations', 'shrm', 'compensation', 'orientation', 'payroll', 'onboarding', 'microsoft office', 'dental', 'paychex', 'fmla', 'workers compensation', 'talent acquisition', 'phr', 'powerpoint', 'word', 'hris', 'excel', 'recruitment']",Poor Match (Reject),3.8,5.0,4.2
1796,28923650,Poor Match,4,1,25,3.8,['microsoft office'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'compliance', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'word', 'hris', 'excel', 'conflict resolution']",Poor Match (Reject),3.8,2.2,3.3
1797,15941675,Poor Match,4,1,25,3.8,['compliance'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'word', 'microsoft office', 'hris', 'excel', 'conflict resolution']",Poor Match (Reject),3.8,5.9,4.4
1798,47919212,Poor Match,8,1,25,3.8,['performance management'],"['benefits', 'ada', 'employment law', 'kronos', 'adp', 'compliance', 'employee relations', 'shrm', 'compensation', 'orientation', 'payroll', 'onboarding', 'microsoft office', 'conflict resolution', 'dental', 'paychex', 'fmla', 'workers compensation', 'talent acquisition', 'phr', 'powerpoint', 'word', 'hris', 'excel', 'recruitment']",Poor Match (Reject),3.8,5.3,4.2
1799,10712803,Poor Match,4,1,25,3.8,['compliance'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'word', 'microsoft office', 'hris', 'excel', 'conflict resolution']",Poor Match (Reject),3.8,4.8,4.1
1800,22605864,Poor Match,5,1,25,3.8,['excel'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'compliance', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'word', 'microsoft office', 'hris', 'conflict resolution']",Poor Match (Reject),3.8,2.9,3.5
1801,49127329,Poor Match,8,1,25,3.8,['compensation'],"['performance management', 'benefits', 'ada', 'employment law', 'kronos', 'adp', 'compliance', 'employee relations', 'shrm', 'orientation', 'payroll', 'onboarding', 'microsoft office', 'conflict resolution', 'dental', 'paychex', 'fmla', 'workers compensation', 'talent acquisition', 'phr', 'powerpoint', 'word', 'hris', 'excel', 'recruitment']",Poor Match (Reject),3.8,3.3,3.6
1802,11890896,Poor Match,3,1,25,3.8,['powerpoint'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'compliance', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'payroll', 'onboarding', 'word', 'microsoft office', 'hris', 'excel', 'conflict resolution']",Poor Match (Reject),3.8,5.0,4.2
1803,62071407,Poor Match,2,1,25,3.8,['microsoft office'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'compliance', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'word', 'hris', 'excel', 'conflict resolution']",Poor Match (Reject),3.8,6.8,4.7
1804,33685075,Poor Match,8,1,25,3.8,['compliance'],"['performance management', 'benefits', 'ada', 'employment law', 'kronos', 'adp', 'employee relations', 'shrm', 'compensation', 'orientation', 'payroll', 'onboarding', 'microsoft office', 'conflict resolution', 'dental', 'paychex', 'fmla', 'workers compensation', 'talent acquisition', 'phr', 'powerpoint', 'word', 'hris', 'excel', 'recruitment']",Poor Match (Reject),3.8,8.3,5.2
1805,34327438,Poor Match,1,1,25,3.8,['compliance'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'word', 'microsoft office', 'hris', 'excel', 'conflict resolution']",Poor Match (Reject),3.8,5.4,4.3
1806,96029688,Poor Match,4,1,25,3.8,['microsoft office'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'compliance', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'word', 'hris', 'excel', 'conflict resolution']",Poor Match (Reject),3.8,2.9,3.5
1807,24763208,Poor Match,9,1,25,3.8,['compliance'],"['performance management', 'benefits', 'ada', 'employment law', 'kronos', 'adp', 'employee relations', 'shrm', 'compensation', 'orientation', 'payroll', 'onboarding', 'microsoft office', 'conflict resolution', 'dental', 'paychex', 'fmla', 'workers compensation', 'talent acquisition', 'phr', 'powerpoint', 'word', 'hris', 'excel', 'recruitment']",Poor Match (Reject),3.8,3.7,3.8
1808,65708020,Poor Match,7,1,25,3.8,['compliance'],"['performance management', 'benefits', 'ada', 'employment law', 'kronos', 'adp', 'employee relations', 'shrm', 'compensation', 'orientation', 'payroll', 'onboarding', 'microsoft office', 'conflict resolution', 'dental', 'paychex', 'fmla', 'workers compensation', 'talent acquisition', 'phr', 'powerpoint', 'word', 'hris', 'excel', 'recruitment']",Poor Match (Reject),3.8,5.2,4.2
1809,36805025,Poor Match,2,1,25,3.8,['compliance'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'word', 'microsoft office', 'hris', 'excel', 'conflict resolution']",Poor Match (Reject),3.8,4.1,3.9
1810,13080868,Poor Match,8,1,25,3.8,['payroll'],"['performance management', 'benefits', 'ada', 'employment law', 'kronos', 'adp', 'compliance', 'employee relations', 'shrm', 'compensation', 'orientation', 'onboarding', 'microsoft office', 'conflict resolution', 'dental', 'paychex', 'fmla', 'workers compensation', 'talent acquisition', 'phr', 'powerpoint', 'word', 'hris', 'excel', 'recruitment']",Poor Match (Reject),3.8,3.4,3.7
1811,38688388,Poor Match,9,1,25,3.8,['compliance'],"['performance management', 'benefits', 'ada', 'employment law', 'kronos', 'adp', 'employee relations', 'shrm', 'compensation', 'orientation', 'payroll', 'onboarding', 'microsoft office', 'conflict resolution', 'dental', 'paychex', 'fmla', 'workers compensation', 'talent acquisition', 'phr', 'powerpoint', 'word', 'hris', 'excel', 'recruitment']",Poor Match (Reject),3.8,5.7,4.4
1812,45987048,Poor Match,6,1,25,3.8,['compliance'],"['performance management', 'benefits', 'ada', 'employment law', 'kronos', 'adp', 'employee relations', 'shrm', 'compensation', 'orientation', 'payroll', 'onboarding', 'microsoft office', 'conflict resolution', 'dental', 'paychex', 'fmla', 'workers compensation', 'talent acquisition', 'phr', 'powerpoint', 'word', 'hris', 'excel', 'recruitment']",Poor Match (Reject),3.8,6.2,4.5
1813,71576860,Poor Match,5,1,25,3.8,['compliance'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'word', 'microsoft office', 'hris', 'excel', 'conflict resolution']",Poor Match (Reject),3.8,9.4,5.5
1814,25656981,Poor Match,5,1,25,3.8,['compliance'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'word', 'microsoft office', 'hris', 'excel', 'conflict resolution']",Poor Match (Reject),3.8,7.7,5.0
1815,26091595,Poor Match,4,1,25,3.8,['microsoft office'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'compliance', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'word', 'hris', 'excel', 'conflict resolution']",Poor Match (Reject),3.8,10.6,5.8
1816,78114950,Poor Match,2,1,25,3.8,['orientation'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'compliance', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'word', 'microsoft office', 'hris', 'excel', 'conflict resolution']",Poor Match (Reject),3.8,7.0,4.8
1817,22019500,Poor Match,5,1,25,3.8,['compliance'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'word', 'microsoft office', 'hris', 'excel', 'conflict resolution']",Poor Match (Reject),3.8,4.3,3.9
1818,20544228,Poor Match,4,1,25,3.8,['orientation'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'compliance', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'word', 'microsoft office', 'hris', 'excel', 'conflict resolution']",Poor Match (Reject),3.8,7.0,4.8
1819,33236701,Poor Match,2,1,25,3.8,['excel'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'compliance', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'word', 'microsoft office', 'hris', 'conflict resolution']",Poor Match (Reject),3.8,6.3,4.6
1820,16121015,Poor Match,3,1,25,3.8,['word'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'compliance', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'microsoft office', 'hris', 'excel', 'conflict resolution']",Poor Match (Reject),3.8,11.0,6.0
1821,13348915,Poor Match,4,1,25,3.8,['employee relations'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'compliance', 'workers compensation', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'word', 'microsoft office', 'hris', 'excel', 'conflict resolution']",Poor Match (Reject),3.8,14.3,7.0
1822,11197262,Poor Match,3,1,25,3.8,['microsoft office'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'compliance', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'word', 'hris', 'excel', 'conflict resolution']",Poor Match (Reject),3.8,8.3,5.2
1823,69859102,Poor Match,4,1,25,3.8,['compliance'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'word', 'microsoft office', 'hris', 'excel', 'conflict resolution']",Poor Match (Reject),3.8,3.5,3.7
1824,40882926,Poor Match,3,1,25,3.8,['recruitment'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'compliance', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'powerpoint', 'payroll', 'onboarding', 'word', 'microsoft office', 'hris', 'excel', 'conflict resolution']",Poor Match (Reject),3.8,4.9,4.1
1825,16653657,Poor Match,5,1,25,3.8,['compliance'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'word', 'microsoft office', 'hris', 'excel', 'conflict resolution']",Poor Match (Reject),3.8,4.2,3.9
1826,27902692,Poor Match,2,1,25,3.8,['microsoft office'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'compliance', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'word', 'hris', 'excel', 'conflict resolution']",Poor Match (Reject),3.8,7.7,5.0
1827,28186635,Poor Match,5,1,25,3.8,['compliance'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'word', 'microsoft office', 'hris', 'excel', 'conflict resolution']",Poor Match (Reject),3.8,5.9,4.4
1828,24103168,Poor Match,5,1,25,3.8,['excel'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'compliance', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'word', 'microsoft office', 'hris', 'conflict resolution']",Poor Match (Reject),3.8,9.3,5.4
1829,20626794,Poor Match,2,1,25,3.8,['excel'],"['performance management', 'benefits', 'ada', 'dental', 'paychex', 'employment law', 'fmla', 'kronos', 'adp', 'compliance', 'workers compensation', 'employee relations', 'talent acquisition', 'shrm', 'phr', 'compensation', 'orientation', 'recruitment', 'powerpoint', 'payroll', 'onboarding', 'word', 'microsoft office', 'hris', 'conflict resolution']",Poor Match (Reject),3.8,1.6,3.1
